sentence_en,sentence_xx,language
"The meeting was attended by Sharad Pawar, senior party leader Praful Patel, Congress leader Ashok Chavan, Swabhimani Shetkari Sanghatana's Raju Shetti, Samajwadi Party's Abu Azmi,MLAs of all these parties, and others.","राष्ट्रवादी काँग्रेसचे सर्वेसर्वा शरद पवार, खासदार सुप्रिया सुळे, नॅशनल कॉन्फरन्सचे ओमर अब्दुल्ला, पाटीदार समाजाचे नेते हार्दिक पटेल, सीताराम येचुरी, काँग्रेस प्रदेशाध्यक्ष अशोक चव्हाण आदी दिग्गज नेतेमंडळी या रॅलीत सहभागी झाली होती.",mr
Filmmaker Priyadarshan and actor Akshay Kumar have donated money to the Chief Ministers Distress Relief Fund towards the flood-ravaged Kerala.,अक्षय आणि चित्रपट निर्माता प्रियदर्शन यांनी नुकताच केरळमधील पूरग्रस्तांच्या मदतीसाठी ठरावीक रकमेचा धनादेश केरळच्या मुख्यमंत्र्यांना दिला.,mr
Sub Tre. Officer/Dy. Accountant,"उपअधिदान लेखा अधिकारी वांद्रे, मुंबई (उपसंचालक संवर्ग)",mr
But I am learning.,पण मी शिकत गेले.,mr
Indian Air Force faces shortage of fighter aircraft.,हिंदुस्थानच्या हवाई दलात ‘फायटर जेटस्’ची कमतरता आहे.,mr
She won the next election as well.,त्यानंतरच्या निवडणुकीत त्यानं ती मिरवलीही होती.,mr
That was the reason that I valued my daughter.,याच कारणाने मी माझ्या मुलीला प्रतिष्ठेने वागवलं.,mr
Moreover 12 CCTV cameras have also been installed.,यासाठी 12 सीसीटीव्ही बसविण्यात आले होते.,mr
"Meanwhile, the attackers fled the spot.",या दरम्यान हल्लेखोराने तेथून पळ काढला.,mr
The Ballari district administration in Karnataka has asked people living along the river banks to move to safer places as all 33 gates of the Tungabhadra Dam were opened in the wake of incessant rain.,तुंगभद्रा धरणाचे 33 दरवाजे उघडण्यात आल्याने बेळ्ळारी जिल्हा प्रशासनाने नदीच्या दोन्ही काठांवर राहणाऱ्या नागरिकांना सुरक्षित ठिकाणी स्थलांतर करण्याच्या सूचना केल्या आहेत.,mr
Up to the present day the prize is advertised by the Lipp.,दांडेकर यांच्या वयाच्या पंच्याहत्तरीला सुरू केलेला पुरस्कार आहे.,mr
"This is the reason why our government has brought even those people under the law, about whom no one could have imagined before.","याच कारणामुळे आमच्या सरकारने अशा लोकांना कायद्याच्या चौकटीत आणले आहे. अशी काही कारवाई केली जावू शकते, याचा पूर्वी कोणी विचारसुद्धा करू शकत नव्हता.",mr
At that time Cochet was struggling with a shoulder injury.,कूर्चेचे नुकसान झाल्यास हाडे एकमेकांवर घासून संधिवाताचा त्रास होतो.,mr
"As long as the Status uo remains, they do not have any problem.","जेव्हा जैसे थे स्थिती असते, तेव्हा त्यांना काही अडचण नसते.",mr
Her husband agreed that she could attend the convention.,खरंच मी यहोवाची खूप - खूप आभारी आहे. ”,mr
"Water was discharged from Gangapur dam throughout the day, thereby flooding the rivers and the rivulets.",या पावसामुळे पानशेत आणि खडकवासला धरणातून दिवसभर पाणी सोडण्यात येत होते.,mr
The blood is cleansed and can be returned to the patient in a closed circuit.,या मशीनमध्ये रक्‍त चांगल्या प्रकारे शुद्ध करून मग सुरक्षित पद्धतीने पुन्हा रुग्णाला दिले जाते.,mr
"Karnataka's Health Minister, B Sriramulu, confirmed that the person died of coronavirus.",राज्याचे आरोग्य मंत्री बी. श्रीरामुलु यांनी ट्वीट करुन या व्यक्तीचा मृत्यू कोरोनामुळे झाल्याची माहिती दिली आहे.,mr
Whats closed,बंद केलेल्या कुठल्या,mr
The patient has been admitted to a hospital in Mumbai.,तरुणीला मुंबईतील रुग्णालयात दाखल केले,mr
No one can say that.,असेही कोणाला म्हणता येत नाही.,mr
